Numero_Candidato,Nome_Completo,Votos,Situacao
51202,LINO DIAS GUIMARAES,30,SUPLENTE
15123,LINJANDELSON ALVES MUNDOCA,417,ELEITO POR QP
20020,LINGLEA SIQUEIRA CATETE,26,SUPLENTE
25650,LINEU ANTONIO SARTURI,385,ELEITO POR MÉDIA
19345,LINDOMAR VIEIRA BASTOS,66,NÃO ELEITO
51000,LINDOMAR SOARES DE OLIVEIRA,0,NÃO ELEITO
45123,LINDOMAR SANTOS DE SOUSA,203,SUPLENTE
12001,LINDOMAR RAMOS PRADO,41,SUPLENTE
45300,LINDOMAR MOREIRA DE MOURA,45,SUPLENTE
15456,LINDOMAR MELO DA SILVA,441,SUPLENTE
17888,LINDOMAR MARTINS REIS,22,SUPLENTE
11333,LINDOMAR LIRA RÊGO,72,SUPLENTE
55888,LINDOMAR DOS REIS MARINHO,433,SUPLENTE
20100,LINDOMAR DE ARAUJO AMORIM,99,SUPLENTE
22100,LINDINAURA NUNES ARAUJO,39,SUPLENTE
15123,LINDINALVA NASCIMENTO CARVALHO,443,ELEITO POR QP
11234,LINDINALVA DO SOCORRO LOBATO  DA SILVA,551,SUPLENTE
22123,LINDEMBERG PINTO CARDOSO,122,SUPLENTE
12333,LINDEMBERG BATISTA DE LIMA SANTOS,232,SUPLENTE
14123,LINDALVA SOUSA ROSA DE OLIVEIRA,242,NÃO ELEITO
14888,LINDALVA SILVA COELHO RIBEIRO,7,SUPLENTE
45677,LINDALVA RODRIGUES DE SOUZA,24,NÃO ELEITO
22333,LINDALVA MONTEIRO DE MIRANDA,110,SUPLENTE
40333,LINDALVA DA SILVA MENDONÇA GALDINO,26,NÃO ELEITO
13501,LINDALVA CARNEIRO CASTRO,0,SUPLENTE
55023,LINDALVA BENTES DE AMORIM,295,SUPLENTE
10020,LINDALVA ALMEIDA DE OLIVEIRA,18,SUPLENTE
20777,LINDACY TOSCANO NUNES,6,SUPLENTE
55345,LINDACI PEREIRA DE SOUZA,3,NÃO ELEITO
10112,LINDA PEREIRA SOARES,68,SUPLENTE
45000,LINDA DARCY OLIVEIRA SOUSA,10,SUPLENTE
65321,LINCOLN CAMPOS PEREIRA,3,SUPLENTE
22456,LINALDO CARDOSO DE ALENCAR,261,SUPLENTE
15222,LINA CARMEM BARBOSA DA SILVA,172,SUPLENTE
45777,LILIANNY RODRIGUES DE OLIVEIRA,473,ELEITO POR QP
20200,LILIANE TORRES ARAUJO,95,SUPLENTE
15670,LILIANE SILVA DA MOTA,581,ELEITO POR QP
51115,LILIANE LOBATO SAMPAIO,133,NÃO ELEITO
10222,LILIANE GONÇALVES DA SILVA LIMA,31,SUPLENTE
15531,LILIANE CORBARI BUFFON,19,SUPLENTE
25100,LILIANE BARBOSA DE SOUZA,76,SUPLENTE
20700,LILIANE ARAUJO DAMASCENO,1,NÃO ELEITO
45455,LILIANE ARAUJO DA COSTA,190,SUPLENTE
22555,LILIANE ALENCAR PIRES,157,SUPLENTE
20400,LILIANA LEIDA PEREIRA DOS PRAZERES,2,NÃO ELEITO
14011,LILIAN REIS PADILHA,595,SUPLENTE
15111,LILIAN REGINA DA COSTA,48,SUPLENTE
15500,LILIAN REGINA COSTA PUREZA,658,ELEITO POR QP
65345,LILIAN PATRICIA GUSMAO DA CUNHA,50,SUPLENTE
11444,LILIAN MICHELLE XIMENDES DE ARAUJO,84,SUPLENTE
19004,LILIAN JAMILE ALVES DE SOUSA,0,NÃO ELEITO
35300,LILIAN DORES DA SILVA,0,NÃO ELEITO
51300,LILIAN DA SILVA LOPES,12,NÃO ELEITO
20226,LILIAN BEZERRA UCHOA,44,SUPLENTE
55321,LILIAN ANNELIESE BARBOSA SILVA BELÉM,11,NÃO ELEITO
10500,LILIAM DE NAZARÉ RABELO BARBOSA,17,SUPLENTE
28143,LILIAM CRISTINA DA SILVA OLIVEIRA,18,NÃO ELEITO
40124,LILAZIA MARIA PEREIRA MARTINS,2,SUPLENTE
40333,LIGIANE DA SILVA CORREA,0,NÃO ELEITO
20777,LIGIA LOPES LIMA,129,SUPLENTE
90100,LIEZE VASCONCELOS DA COSTA,133,NÃO ELEITO
50350,LIELSON FARIAS CAMOES,68,NÃO ELEITO
33222,LIELDO AFONSO DE BRITO,114,SUPLENTE
45522,LIDUINA DE ALMEIDA BAIA,12,SUPLENTE
45655,LIDIONETE CORREIA LEMOS,0,SUPLENTE
12500,LIDIOLENNO DE SOUZA PICANÇO,502,SUPLENTE
55155,LIDIO PAZ DOS SANTOS,256,SUPLENTE
22456,LIDINEY TEIXEIRA PRADO,374,SUPLENTE
22444,LIDIANE GUIMARAES OLIVEIRA,19,SUPLENTE
20789,LIDIANE DOS SANTOS SERRAO,24,SUPLENTE
15777,LIDIANE DE MOURA SANTOS,78,SUPLENTE
51123,LIDIANE DE MELO FEITOSA,57,NÃO ELEITO
14000,LIDIANE DE MELO CORREA,12,NÃO ELEITO
25678,LIDIANE BORGES DA SILVA,7,SUPLENTE
40070,LIDIA SOUSA SANTOS VELOSO,22,NÃO ELEITO
15007,LIDIA RODRIGUES SACRAMENTO,135,SUPLENTE
20273,LIDIA RENUZIA DE JESUS ARAÚJO OLIVEIRA,158,SUPLENTE
11600,LIDIA PEREIRA MONTEIRO,9,SUPLENTE
40778,LIDIA CASTELO BRANCO DE MELO,77,SUPLENTE
10555,LIDIA CALDEIRA FREITAS,39,SUPLENTE
22223,LIDIA BATALHA CAVALCANTE,10,NÃO ELEITO
40888,LIDIA ARAUJO DE CARVALHO,23,SUPLENTE
20222,LICENI COSTA SOUSA,7,SUPLENTE
13003,LIBNI PEREIRA DE BRITO,44,NÃO ELEITO
15130,LIBERATO VALENTE MENDES PEREIRA,78,SUPLENTE
45444,LIANE SANCHES DE MENDONÇA,399,SUPLENTE
15000,LIANA DE FÁTIMA MAGALHÃES AMIN,729,SUPLENTE
25321,LIAMAR MONTEIRO CASSIANO,11,SUPLENTE
13123,LIA SANTANA BALIEIRO,84,SUPLENTE
20999,LIA RAQUEL PAIVA RODRIGUES,1,SUPLENTE
14123,LIA PANTOJA DE SOUZA,2,SUPLENTE
22223,LIA APOLARO DO NASCIMENTO,143,SUPLENTE
45000,LEYVISSON RODRIGO DA SILVA GONZAGA,450,ELEITO POR MÉDIA
25555,LEYSIANE AZEVEDO DA CONCEIÇÃO MORAES,25,NÃO ELEITO
10200,LEYDIANE VASCONCELOS MODESTO,19,SUPLENTE
28555,LEVY PINHEIRO PANTOJA,159,NÃO ELEITO
18222,LEVY MENDES DA SILVA,21,NÃO ELEITO
70333,LEVI SILVA DA COSTA,0,NÃO ELEITO
20111,LEVI MARQUES CRUZ,212,SUPLENTE
45234,LEVI MACIEL BARATA,40,SUPLENTE
51227,LEVI ANTÔNIO CAVALCANTE DE CARVALHO,3,SUPLENTE
77001,LEUZILENE EVANGELISTA DE SOUZA,18,SUPLENTE
20255,LEUZENIR SILVA DE ALMEIDA,21,SUPLENTE
20222,LEULACY BELARMINO DE LIMA,53,SUPLENTE
55028,LEUDIMAR DOS SANTOS ARAUJO,19,SUPLENTE
20222,LETÍCIA CRISTINA TEIXEIRA DA SILVA,20,SUPLENTE
45456,LETRICE RODRIGUES DA SILVA,59,SUPLENTE
12012,LETICIA GABRIELA MONTEIRO DA SILVA,13,SUPLENTE
70456,LETICIA ARAUJO SOPRAN,8,SUPLENTE
55456,LESSANDRA PEIXOTO DOS PASSOS,0,SUPLENTE
12333,LESLYENE COSTA ANDRADE MACIEL,13,SUPLENTE
90452,LESIANE SILVA DO NASCIMENTO,13,NÃO ELEITO
77890,LESANDRO GUEDES DE AGUAIR,127,SUPLENTE
19888,LEOZANY ALVES PEREIRA,144,SUPLENTE
55222,LEOTTE PIMENTEL PIQUEIRA NETO,107,SUPLENTE
22777,LEOSVALDO JOSE DA SILVA,408,ELEITO POR QP
55111,LEONOR FERREIRA DA SILVA,50,SUPLENTE
11699,LEONOR DE SOUZA VAZ,61,NÃO ELEITO
22333,LEONIZIA DO NASCIMENTO SILVA MOTA,143,SUPLENTE
45888,LEONITA SANTAREM,1,SUPLENTE
70220,LEONILÇO SILVA DAS MERCÊS,77,SUPLENTE
77000,LEONILSON DIAS VALENTE,162,NÃO ELEITO
11222,LEONILDO VILHENA LOBO,211,NÃO ELEITO
43222,LEONILDO MAIA MIRANDA,35,SUPLENTE
20555,LEONILDO ARRAIS DA CUNHA,205,SUPLENTE
10110,LEONILDE CRISTINA MAIA DE LIMA,28,SUPLENTE
51123,LEONILDA RIBEIRO COSTA,45,SUPLENTE
40800,LEONILDA DA SILVA BRAGA CORDOVIL,3,SUPLENTE
45,LEONILCO LIMA FEITOSA,759,NÃO ELEITO
90999,LEONILA DA SILVA FERREIRA TAVARES,60,SUPLENTE
40123,LEONIDES DOS REIS FERREIRA,103,ELEITO POR QP
14100,LEONIDAS DO NASCIMENTO MOREIRA,1091,ELEITO POR QP
43432,LEONIDAS DE ALMEIDA MUNHOZ,113,NÃO ELEITO
77999,LEONIDAS BORGES JORGE GOMES BARBOSA,4,SUPLENTE
50000,LEONIDAS ALVES DE VASCONCELOS,3,NÃO ELEITO
15020,LEONICE SILVA CASTRO,101,SUPLENTE
51678,LEONICE MARIA CABRAL SENA LIMA,10,SUPLENTE
40567,LEONICE CARVALHO LOPES,84,SUPLENTE
10122,LEONI PANTOJA AZEVEDO,134,SUPLENTE
20789,LEONEL ABDON PEIXOTO,168,SUPLENTE
25025,LEONARDO VERA CRUZ OLIVEIRA,197,SUPLENTE
65333,LEONARDO SOUSA E SOUSA,14,SUPLENTE
20666,LEONARDO SERGIO SIRINEIA PEREIRA,239,SUPLENTE
14333,LEONARDO RODRIGUES SIQUEIRA,48,SUPLENTE
55123,LEONARDO RODRIGUES AGUIAR,703,ELEITO POR QP
45405,LEONARDO RIBEIRO DE SOUZA,6,SUPLENTE
45321,LEONARDO PEREIRA LOPES,76,SUPLENTE
77123,LEONARDO PEREIRA DA COSTA,523,NÃO ELEITO
45710,LEONARDO MORAIS FARIAS,24,SUPLENTE
20111,LEONARDO MORAIS DA SILVA,127,ELEITO POR MÉDIA
77555,LEONARDO MORAES PEDREIRA,483,SUPLENTE
20177,LEONARDO MIRANDA DA SILVA,26,SUPLENTE
55002,LEONARDO MEDEIROS LOURENÇO,48,SUPLENTE
12020,LEONARDO MARQUES DA SILVA,19,SUPLENTE
45000,LEONARDO LUIS ANDRADE,865,SUPLENTE
14,LEONARDO LIMA ELOI,85,NÃO ELEITO
15147,LEONARDO GONZAGA NUNES,253,SUPLENTE
22380,LEONARDO FERREIRA SILVA,57,SUPLENTE
22,LEONARDO DUTRA VALE,4674,NÃO ELEITO
20444,LEONARDO DOS SANTOS OLIVEIRA,195,SUPLENTE
65333,LEONARDO DO SANTOS DA GONCEIÇÃO,5,NÃO ELEITO
51051,LEONARDO DO AMARAL MAROJA,35,SUPLENTE
36777,LEONARDO CORDEIRO ABSOLÃO,63,NÃO ELEITO
22022,LEONARDO BASSALO MENEZES,66,SUPLENTE
14123,LEONARDO BARBOSA DE LIMA,227,SUPLENTE
12000,LEONAN NUNES DE FRANÇA,212,NÃO ELEITO
12192,LEONAN FELIPE DE SOUZA MOURA,247,NÃO ELEITO
10146,LEONALDO COSTA FARIAS,1,SUPLENTE
12222,LEOMIR PEREIRA PERES,257,SUPLENTE
23150,LEOMIR CARDOSO LEITE,471,NÃO ELEITO
22999,LEOMI SOARES DE CASTRO,18,NÃO ELEITO
55777,LEOMAR TORRES PEREIRA DE SOUZA,24,SUPLENTE
51968,LEOMAR DOS SANTOS DE CASTRO,0,SUPLENTE
15615,LEOLANDIA DA SILVA SOUZA MACUARTU,30,SUPLENTE
55221,LEODÁRIO SILVA SOUZA,56,NÃO ELEITO
22100,LEOCI FERREIRA SITUBA,14,NÃO ELEITO
45222,LEOCASSIO AMARAL MUNIZ,47,SUPLENTE
13999,LEOCADIA MORAES DE OLIVEIRA,37,SUPLENTE
40222,LEO LIRA DOS SANTOS,112,SUPLENTE
51150,LEO BECKMAN CAPELA,2,SUPLENTE
15888,LENON REGINALDO AMORIM SANTANA,587,SUPLENTE
22555,LENOGILSON CASAGRANDE,55,SUPLENTE
19456,LENO RAFAEL DE ALMEIDA FIGUEIREDO,133,SUPLENTE
14222,LENIVALDA DOS SANTOS ALBUQUERQUE,34,SUPLENTE
15111,LENISLEY DA SILVA SOUSA,94,SUPLENTE
12192,LENIMAR VIEIRA TAVARES,39,SUPLENTE
10444,LENILSON DOS SANTOS SILVA,16,NÃO ELEITO
23000,LENILSON DOS SANTOS LISBOA,413,SUPLENTE
51351,LENILSON CARLOS MARQUES SOUSA,4,SUPLENTE
45555,LENILDO CAETANO CARVALHO,192,SUPLENTE
45222,LENILDA DA ROCHA CARVALHO,72,SUPLENTE
45000,LENI ALVES DE CARVALHO,31,SUPLENTE
12777,LENES CLAUDIO RODRIGUES BOTELHO,78,SUPLENTE
15400,LENE DO SOCORRO WANZELER GONÇALVES,22,SUPLENTE
36111,LENA MARIA DOS REIS MATOS,0,NÃO ELEITO
13655,LELIO BARBOSA DA SILVA,64,NÃO ELEITO
22777,LELIANE GOMES DA SILVA,441,SUPLENTE
19111,LELIANE GARCIA DE SOUSA,37,SUPLENTE
90999,LELIANE DE ALMEIDA FARIAS FERREIRA SALDANHA,217,NÃO ELEITO
13513,LEIRSON WELLINGTON AZEVEDO SILVA,36,SUPLENTE
50123,LEIRES MENEZES DA SILVA,51,NÃO ELEITO
22134,LEILSON DOS SANTOS FERREIRA,296,SUPLENTE
14322,LEILIMAR LEMOS MOURA,250,SUPLENTE
55222,LEILIANE MIRANDA LORENA,78,SUPLENTE
10000,LEILIANE FERNANDES LEAL,16,NÃO ELEITO
15000,LEILIANE DA SILVA FRAZÃO,26,SUPLENTE
15111,LEILIAM JORGE DA SILVA,217,SUPLENTE
15555,LEILEANY DE SOUZA BARROS,143,SUPLENTE
20000,LEILANE LOBATO DOS SANTOS,143,NÃO ELEITO
51712,LEILA TRINDADE DA CONCEIÇÃO,20,SUPLENTE
25999,LEILA TEIXEIRA VEIGA,1,SUPLENTE
18999,LEILA SILVA DE SOUZA,0,SUPLENTE
25333,LEILA ROSA BARBOSA PEREIRA,72,NÃO ELEITO
10321,LEILA REGINA DA SILVA FIGUEIREDO,23,SUPLENTE
15,LEILA RAQUEL POSSIMOSER,6618,ELEITO
45000,LEILA PEREIRA NASCIMENTO,37,NÃO ELEITO
12300,LEILA OBERTINA MEIRELES OLIVEIRA,25,SUPLENTE
22000,LEILA MARIA TEIXEIRA SOUSA PEREIRA,272,SUPLENTE
13,LEILA MARIA SANTOS DE ARRUDA,3022,NÃO ELEITO
55000,LEILA FREITAS GONÇALVES,57,NÃO ELEITO
28880,LEILA FONSECA DA SILVA,0,NÃO ELEITO
22999,LEILA DO SOCORRO OLIVEIRA FREIRE,3,SUPLENTE
51051,LEILA DE SANTANA DOS SANTOS,4,NÃO ELEITO
55789,LEILA DE FÁTIMA GAIA DOS REIS,165,SUPLENTE
55123,LEILA CRISTINA LIMA RAMIRES,32,NÃO ELEITO
55200,LEILA CRISTINA CAVALCANTE SANTOS,73,SUPLENTE
15456,LEILA CARVALHO FREIRE,1615,ELEITO POR MÉDIA
10111,LEILA BORGES DA SILVA,101,SUPLENTE
55577,LEILA ARAGÃO DA FONSECA PEREIRA,67,NÃO ELEITO
20444,LEILA ANICETO BARBOSA,216,SUPLENTE
13222,LEILA ALMEIDA DOS ANJOS,12,NÃO ELEITO
25222,LEIDOMAR ALMEIDA DE SOUSA,164,SUPLENTE
36740,LEIDINELMA AIRES MARTINS,4,NÃO ELEITO
11123,LEIDINALVA RODRIGUES SANTOS,70,NÃO ELEITO
77777,LEIDILENA BENTES COSTA,132,NÃO ELEITO
13131,LEIDIANI PENA PINHEIRO,86,SUPLENTE
13777,LEIDIANE VIEIRA MORAES,26,NÃO ELEITO
13000,LEIDIANE TABITA FALCÃO FERREIRA,24,NÃO ELEITO
14775,LEIDIANE RIBEIRO DA SILVA,178,SUPLENTE
65454,LEIDIANE PAIXÃO DOS SANTOS,20,SUPLENTE
13180,LEIDIANE FERREIRA AMARANTE SILVA,21,NÃO ELEITO
14555,LEIDIANE DOS SANTOS PIRES VIEIRA,214,SUPLENTE
77777,LEIDIANE DE OLIVEIRA DOMINGOS,43,NÃO ELEITO
20100,LEIDIANE BEZERRA DOS SANTOS,329,SUPLENTE
19451,LEIDIANE BARROS DOS SANTOS,9,SUPLENTE
45777,LEIDIANE BARBORA DA COSTA,16,NÃO ELEITO
15666,LEIDIANA BRITO SILVA,1,SUPLENTE
11444,LEIDE LÚCIA LOPES PINTO,41,SUPLENTE
19457,LEIDA PACHECO DA MOTA,16,NÃO ELEITO
13777,LEIDA MIRANDA FERREIRA,29,NÃO ELEITO
65444,LEIDA MARIA SOUZA ALBUQUERQUE,93,SUPLENTE
35188,LEIDA MARIA ROSA DA SILVA,7,NÃO ELEITO
13000,LEIDA MARIA PORTELA CANCIO,34,NÃO ELEITO
12456,LEIA MARIA GOMES PINTO,36,SUPLENTE
45456,LEDA VIVEIROS DA SILVA,153,SUPLENTE
23001,LEDA MARIA MARQUES SILVA,16,SUPLENTE
11010,LEDA MARIA BARBOSA RIBEIRO,13,SUPLENTE
55678,LECILIA GOMES DO NASCIMENTO,60,SUPLENTE
22321,LECIANE DE OLIVEIRA ROMANO,163,SUPLENTE
22345,LECI MONTEIRO DA SILVA,150,SUPLENTE
12999,LEANE DE OLIVEIRA FREITAS,1,SUPLENTE
90111,LEANDRO VASCONCELOS PARAFITA,262,SUPLENTE
23999,LEANDRO TORRES BARCELAU,7,NÃO ELEITO
10000,LEANDRO SOUSA RUFINO,103,NÃO ELEITO
19678,LEANDRO SENA OLIVEIRA,198,SUPLENTE
13333,LEANDRO SANTOS PEREIRA,17,NÃO ELEITO
43789,LEANDRO ROSA RIBEIRO,276,SUPLENTE
25234,LEANDRO RODRIGUES DA SILVA,57,SUPLENTE
14500,LEANDRO RODRIGUES,235,SUPLENTE
15115,LEANDRO ROCHA SOARES,375,ELEITO POR MÉDIA
70,LEANDRO REIS LIMA,530,NÃO ELEITO
27234,LEANDRO RABELO VIDAL,285,SUPLENTE
22322,LEANDRO PEREIRA LIMA,36,SUPLENTE
55111,LEANDRO ONOFRE TEIXEIRA,1548,ELEITO POR QP
15100,LEANDRO OLIVEIRA CARNEIRO,566,ELEITO POR QP
12123,LEANDRO MIRANDA GOMES,33,SUPLENTE
20222,LEANDRO LIMA SENA,51,SUPLENTE
70111,LEANDRO JOSE DOS SANTOS REIS,189,SUPLENTE
45689,LEANDRO HENRIQUE CARDOSO DA ROCHA,1082,ELEITO POR QP
12456,LEANDRO GOMES BARBOSA,200,SUPLENTE
15666,LEANDRO FURTADO FERNANDES,35,SUPLENTE
40850,LEANDRO FIDELIS DA CRUZ,23,SUPLENTE
22123,LEANDRO FERREIRA BORGES,249,SUPLENTE
15184,LEANDRO DOS SANTOS MELO,26,SUPLENTE
14333,LEANDRO DOS SANTOS MARAMALDO,732,SUPLENTE
45123,LEANDRO DO COUTO DAMASCENO,52,SUPLENTE
50420,LEANDRO DIMAS DOS SANTOS BARROS,14,SUPLENTE
20800,LEANDRO DE SOUSA ARAUJO,151,SUPLENTE
55321,LEANDRO DA SILVA SOUZA,40,NÃO ELEITO
10100,LEANDRO DA SILVA SOUSA,23,NÃO ELEITO
51999,LEANDRO DA SILVA SANTOS,187,SUPLENTE
15222,LEANDRO DA SILVA GOMES,354,SUPLENTE
22555,LEANDRO DA SILVA BRAGA,308,SUPLENTE
45234,LEANDRO CORRÊA DOS SANTOS,0,SUPLENTE
10020,LEANDRO CASTRO DE LIMA SOUZA,36,NÃO ELEITO
55123,LEANDRO CANDIDO MENDES,8,NÃO ELEITO
45111,LEANDRO CAMILO DE PAULA,52,SUPLENTE
19100,LEANDRO BORGES DOS SANTOS,42,SUPLENTE
45145,LEANDRO BEIRÃO DE LIMA,17,SUPLENTE
15333,LEANDRO ARAUJO DA SILVA,141,SUPLENTE
19999,LEANDRO AMORIM DA SILVA,5,SUPLENTE
20158,LEANDRA SANTANA DE OLIVEIRA,46,SUPLENTE
55014,LEANDRA DO SOCORRO PEREIRA LOPES,76,SUPLENTE
13665,LAÉRCIO JOSÉ RODRIGUES DOS SANTOS,3,NÃO ELEITO
15123,LAÉRCIO GUTEMBERG FARIAS DO VALE CALDERARO,641,ELEITO POR QP
19200,LAÉRCIO CONCEIÇÃO SOUSA,21,NÃO ELEITO
22555,LAZINHO ALMEIDA LIMA,365,ELEITO POR MÉDIA
22223,LAZARO RODRIGUES FONSECA,5,NÃO ELEITO
13111,LAZARO PURCINO PURCINO DA SILVA,271,SUPLENTE
55463,LAZARO PINTO DA SILVA,38,NÃO ELEITO
90180,LAZARO LUIS DE SOUSA SALDANHA,360,SUPLENTE
15000,LAZARO ANTONIO RODRIGUES FILHO,15,SUPLENTE
20222,LAZARA PORFIRIA DA COSTA FERNANDES,46,SUPLENTE
20234,LAZARA ADELIA DE MOURA,15,SUPLENTE
13133,LAYSE DE MORAES BRAGA,18,SUPLENTE
77622,LAURO PAIXÃO SEABRA,58,NÃO ELEITO
15000,LAURO FERRAZ HOFFMANN,1233,ELEITO POR QP
10456,LAURO CUSTODIO CAMPOS DA CUNHA JUNIOR,1245,SUPLENTE
77777,LAURO ALVES CUITÉ JUNIOR,24,SUPLENTE
45123,LAURIVAL MAGNO CUNHA JUNIOR,923,SUPLENTE
17040,LAURINEI DA SILVA LOPES,22,SUPLENTE
15612,LAURINDA MOTA MORAIS,87,SUPLENTE
10222,LAURINDA MARIA DA SILVA,7,NÃO ELEITO
70007,LAURINALDO CARVALHO CARDOSO,123,SUPLENTE
45633,LAURIMAR DA SILVA DORNELAS,51,SUPLENTE
70123,LAURIELCIO NUNES CALDAS,444,SUPLENTE
10110,LAURENO MANOEL NASCIMENTO LEMOS JUNIOR,53,SUPLENTE
25025,LAURENO ALVES DE LEMOS,102,SUPLENTE
15678,LAURENIR BEATRIZ ARAUJO ALMEIDA,35,SUPLENTE
65333,LAURENILDO PERNA GONÇALVES,37,NÃO ELEITO
13333,LAURENICE DA SILVA BENTES,29,NÃO ELEITO
55333,LAURA RIBEIRO PEREIRA,34,SUPLENTE
77159,LAURA REGINA SILVA LIMA,22,SUPLENTE
12666,LAURA MARIA RODRIGUES DE OLIVEIRA,36,SUPLENTE
15555,LAURA FERNANDES DOS REIS,15,SUPLENTE
22000,LAURA FELICIANA MARQUES PIMENTA MILEO,78,SUPLENTE
17222,LAURA CAROLINE DIAS DAMASCENO,3,NÃO ELEITO
19000,LAURA AMELIA MARQUES DA COSTA,580,SUPLENTE
10149,LAUDIVAN SILVA DIAS,9,SUPLENTE
19119,LAUDIRLENE CRUZ DA SILVA,12,SUPLENTE
23456,LAUDIR SOUZA DA SILVA,272,NÃO ELEITO
50500,LAUDIMIR ARAUJO BORDO,180,NÃO ELEITO
55065,LAUDICEIA DA SILVA NUNES,1,SUPLENTE
70789,LAUDIANA GOMES DE OLIVEIRA,3,SUPLENTE
25100,LAUDI JOSÉ WITECK,333,SUPLENTE
51757,LAUDENILCE CARNEIRO LOUREIRO,0,SUPLENTE
14123,LAUDEMI PIRES BRAZ,62,NÃO ELEITO
55456,LAUDELINO DOS SANTOS,542,SUPLENTE
43123,LAUDEGARIO DE ASSIS PEREIRA BARROS,16,NÃO ELEITO
22789,LAUANA PARENTE DA CUNHA,9,NÃO ELEITO
40777,LAUANA APARECIDA DE OLIVEIRA,10,SUPLENTE
15115,LARYSSA DE OLIVEIRA SIQUEIRA TEIXEIRA,19,SUPLENTE
19000,LARRIR NELSON CARDOSO SANTOS,321,ELEITO POR QP
10999,LARISSE RIBEIRO FERREIRA,1,NÃO ELEITO
70124,LARISSA VIEIRA DE SOUZA,2,SUPLENTE
90333,LARISSA OLIVEIRA AMARAL,138,SUPLENTE
50789,LARISSA FERREIRA DE SOUSA,22,NÃO ELEITO
15777,LARISSA FERREIRA DE AZEVEDO,859,SUPLENTE
25611,LARISSA FELIX DOS SANTOS,5,SUPLENTE
10222,LARISA DE JESUS NERY,44,NÃO ELEITO
14041,LARICE FELIPE LOUREIRO,14,SUPLENTE
19789,LARICE BRANDÃO CARVALHO,3,SUPLENTE
25333,LARA RUSSANA LIMA DE ARAÚJO,5,SUPLENTE
25888,LARA BRAGANÇA DOS SANTOS,29,NÃO ELEITO
14555,LAODICEIA OLIVEIRA LACERDA,9,NÃO ELEITO
18123,LANNY SUELLEN PEREIRA DE SENA,19,NÃO ELEITO
15369,LANA BARBOSA SANTA ROSA,13,SUPLENTE
14,LAMARTIM ROSALVES DE ALMEIDA,235,NÃO ELEITO
43431,LAIZE SOUSA DE OLIVEIRA,29,NÃO ELEITO
17171,LAIZA TEIXEIRA DA SILVA OLIVEIRA,0,NÃO ELEITO
10111,LAIZ DOS SANTOS PRESTES,16,SUPLENTE
28031,LAISSE DOS SANTOS SIMPLICIO,1,NÃO ELEITO
15456,LAISE PAIVA DO AMARAL,240,SUPLENTE
65123,LAISE MIGUEL DOS ANJOS,6,NÃO ELEITO
55222,LAISE DO SOCORRO CASTILHO SOUZA,97,SUPLENTE
20456,LAISE CHAGAS DE SOUSA,0,NÃO ELEITO
45122,LAIS SERLANGE DA SILVA LOPES,12,NÃO ELEITO
28663,LAIS HELENA OLIVEIRA DOS SANTOS,4,SUPLENTE
23024,LAIS DOS SANTOS CARDOSO,24,NÃO ELEITO
40555,LAIS CARVALHO DA PUREZA,38,SUPLENTE
19301,LAIRA JOIA NASCIMENTO DOS SANTOS,0,SUPLENTE
18626,LAILTON VIEIRA DO NASCIMENTO,1,NÃO ELEITO
14014,LAILTON COSTA RABELO,11,SUPLENTE
15000,LAILTON BEZERRA DOS SANTOS,182,SUPLENTE
15200,LAILSON PINHEIRO FREIRES,265,SUPLENTE
20222,LAILSON DE OLIVEIRA DIAS,39,NÃO ELEITO
43023,LAILA SARÉ XIMENES PONTE,2,NÃO ELEITO
22321,LAILA GABRIELLE NUNES DA COSTA,3,SUPLENTE
36789,LAIANE CASCAES BATISTA,0,NÃO ELEITO
22555,LAIANA PINHEIRO MERELES,23,NÃO ELEITO
45789,LAFAETE NASCIMENTO PAULINO,97,SUPLENTE
65221,LAERCIO NASCIMENTO DA SILVA,14,SUPLENTE
13011,LAERCIO MARTINS GOMES,330,SUPLENTE
22123,LAERCIO MARTINS DOS SANTOS,800,SUPLENTE
90100,LAERCIO GOMES DA SILVA,353,SUPLENTE
15236,LAERCIO FRIES,145,SUPLENTE
23444,LAERCIO DE PAIVA AQUINO,88,SUPLENTE
10443,LAERCIO DA SILVA PEREIRA,31,SUPLENTE
12321,LAERCIO COSTA FARIAS,48,NÃO ELEITO
45,LAERCIO COSTA DE MELO,1742,NÃO ELEITO
12000,LAENE PEREIRA LIMA,80,NÃO ELEITO
28987,LADY ANA CUSTODIO DE DEUS,0,NÃO ELEITO
23255,LADIVONE PAIXAO MAGNO,56,NÃO ELEITO
13456,LADIMIR DA SILVA NASCIMENTO,36,NÃO ELEITO
27002,LADILSON ALEXANDRE LACOSTE GOUVEIA,7,NÃO ELEITO
33456,LACILDE MENDES DA SILVA,83,SUPLENTE
15,LAANE BARROS LUCENA,4061,ELEITO
15100,KÉZIA RAEMY OLIVEIRA BARROS,31,SUPLENTE
40345,KÁTIA VASCONCELOS DIAS,39,NÃO ELEITO
19555,KÁTIA SOUSA DA SILVA,23,NÃO ELEITO
14890,KÁTIA ALMEIDA DE OLIVEIRA,10,NÃO ELEITO
11112,KWATINEMA PARAKANA,10,NÃO ELEITO
28223,KLEYSON FARIA MUNIZ,43,NÃO ELEITO
25789,KLEVERSON CARBONI PAVAN,15,SUPLENTE
14400,KLESIMONY LEAL SILVA,20,NÃO ELEITO
